id,meterologist,degen
5065,terra1tsgxm3edsv8ttzynhnj3nzuf027raxvk7txpwl,19
5066,terra1tsmfpse7wqaphevq3cucpes69zgt0v747fd82x,4
5067,terra1tspzlhmq4hq2zgkunhycah3r3f0ya6yjrmd545,11
5068,terra1tss0gzpkf07kqh6xjle2qw3wvegel3hznm4qja,19
5069,terra1tsxx463v5e92zkjrkcus2elyrurxgds20xmd9q,7
5070,terra1tt34jyk0f5lhppfh2s7n44mzlpvv65yrw0wmya,5
5071,terra1tt79aj42x6207kcmmz2u45yd4txwtkulk6gzh6,1
5072,terra1tt8wqnm6q6q55kkq2qq95k0j8r83q5mf5dmyqx,24
5073,terra1tt9kk673g0j6eplvyqy59ca9an6k678zdn72wq,20
5074,terra1tte04gr2tjewlpw5wrgctw3jsnvke24dt8fhf4,23
5075,terra1ttg97t93fewn5cgtfeqjl9jzdzatav82mayu56,30
5076,terra1ttgttzytrtf7pgfh4nkkc7wqtjj4gnxffu7q9t,10
5077,terra1ttls62qfdt090wlhspw3fjl235np03swxushps,28
5078,terra1ttplnejgsh2nhg73ak7r6r6ex7za356x857lfy,23
5079,terra1tttxyf69tvtelh3g3zd30zfrx7cnjdaxfjvu5y,2
5080,terra1ttvf4jx7tuhpnu7tpszt3az4a6m2eszsr4x5vv,1
5081,terra1tu9sfy2kk8x6c796p8lamrtdgtrul20qfcjs65,21
5082,terra1tuh02svzy9a6j8vtj4lvx28eaxysu6n88f8kxw,17
5083,terra1tumgcw52j6ccjvftudz7kt24sex4r06sj6nja7,5
5084,terra1tur7l5u92nnys9mj3rftjmu8369s0ywhrwsxfr,6
5085,terra1tusp6ell5auttsamnuryvjzzg6az4czxjzh0y8,2
5086,terra1tuv9erj4n0af4scl5ep0pgm9afc3jpxfm4yvvj,23
5087,terra1tuxxhe0trwzw6j74kfkczt7x8hfrgqsnz4z3vv,10
5088,terra1tuyrl0yyncszjcvdpq0uhlxx6dzchzcr8vwgc0,24
5089,terra1tv3mlt7t0m0svxnu5xt9886zw5v7h78luaeqc8,30
5090,terra1tv54dkcvlxwplszrxkz27cwejwtduxw4m37dws,10
5091,terra1tvc0x4d203eg9994n08tp7zh2xfd6a7qc3p5tt,4
5092,terra1tvkflqcp906t759zgw3huhw2snwdpqx6pazdy5,30
5093,terra1tvrurhm5sf7n2xp9w3682q4vfas5c4cgvq2k8v,2
5094,terra1tvsvenannsn52t6grkxv3tvru954vz3usrha0r,24
5095,terra1tvxr5ff2qe7kj8m6yrzn075crgv5mm8d0a3jmz,1
5096,terra1tvy5dln7rk5lkxjgqk0arl0cscy2zzm88pw2hr,2
5097,terra1tw7axd0702774j9zd5uk6zywsdr474g5wkmve8,24
5098,terra1twdpr2xc2f48agvx6z3mfwmel4n48jfzmggahj,19
5099,terra1twgmuuwxza0wjwxkjpsnuwfykg9lffksvsypcj,2
5100,terra1twn455rghju97z94xlupc20fjpv60ekemun4m9,24
5101,terra1twtumkaq26rcjd9xz358827hf7tlqkltdc0sv0,25
5102,terra1tx4p3qccyv3d7q4jwptk3ptc2srlg5y032778w,21
5103,terra1tx9vcn6vxmh9m9mhru3nwctulh7ck0cunxjwqp,4
5104,terra1txe9jpawjkh8llm45k6fc4lnav6x5563hzzpjc,14
5105,terra1txesdfqf7c9532ctead3l48qxthndag94u952h,7
5106,terra1txkvu2cut3x3gckhqnes4nq976ujs25flucht2,2
5107,terra1txkzp8ej6fga97mjsl7kaf0hg02qu4ux7r93yc,20
5108,terra1txr2ewcv4hhhxwrjdyy4e0ea9juay4hnfz30zs,22
5109,terra1ty0trcsh3tz33j9w6vwr4v4z65n5druzjeyf42,10
5110,terra1ty27mvzg02hrmxwq82220lkunjy3j63wcxla7d,3
5111,terra1ty3c22ge609vnvmghrd2l4q2ulhtkd90el5aex,22
5112,terra1ty3tmt6lsw2vln23nms3n76t2lvwl5q72dhkpz,2
5113,terra1ty4k0rgt3699lxvhae6uwm9mfef8hravunqcqn,21
5114,terra1tyct4jl24wc7rju5gl8gzrykhx38pulx70s47r,24
5115,terra1tyf4ed4k6eujsdk5l88dqa8y38rtxtekxj6srj,3
5116,terra1tyfe2vdkpnm8qry2ndj8hp4a5w68lej9y62xyl,2
5117,terra1tygaknpr9gg9wsq0n7phgjrexm7wr9c3wgcf9j,30
5118,terra1tygm7khy8cf24xqzrtschmq0wqjkvdrffqaj07,5
5119,terra1tyhkpq27ddek4v3nxmjfv8py230xqvnddzhgdr,7
5120,terra1tyht6p89vx02rq32vrtgvnqhyuc5ulh3kc23ax,16
5121,terra1tyjkrx7kncxuqgjc9qgmvxlej6e5ywkqqwc3ev,27
5122,terra1tyldv0pmryv7q3vd42a8tz26749cn5slk5v2ak,4
5123,terra1typtvmd8watsc3ay4j9mst8vsxn6nctuzw87pl,2
5124,terra1tyum3y2mc8ntyz0xtvw3pps6gg5as9wukxzggz,2
5125,terra1tyvr2gfjhavcwx7gncrq9q74pn272lzftuc74z,19
5126,terra1tyx7cgd8jmfw2gu4854zuscduxv8enq5tsh4sa,6
5127,terra1tz09ynqj649c6edx5fypl9e7nn0g9zcjzcmmy6,26
5128,terra1tzcyesgrudq26zjh34vdzkaezlv7n89xj2p9ey,5
5129,terra1tzpgthh7uxrkywhaht29fzrlhj7amtsq0umlcm,24
5130,terra1tztm8hhufk69afrly3zajjeyrhe3v50czv7sg4,27
5131,terra1tzvwd0xzqhwlg4fh3ax2rf4xrt40tn76djxt8k,27
5132,terra1tzxjr6xcya6rh27ts42yeugpa8w2hys2ar5cwh,18
5133,terra1u03csxu752qmtd6e3z3ezd6qjgaaqsg2kqp4h2,7
5134,terra1u063dl6wlq7rnaszhpg4fqw7jdlwztqldg7sxx,2
5135,terra1u0ku80mg0efw9cp7h4hr4kcdvy34d3pegljjcx,24
5136,terra1u0tznz2q26phktav8mrmnexlvpr3ln58jzfn4m,2
5137,terra1u259s297tgpzz38r7aqkswvscd6tes6eddsdpz,2
5138,terra1u27ty84pa3sq8wm2hwlgupvh0wv29mshwmv0mr,20
5139,terra1u2efy78xa42268exhll4d0lrte4syu9a5ug2g2,2
5140,terra1u2eqq3g9szt0ytezv64wwv4m2jy0kzd5qejt2n,30
5141,terra1u2kytepygaxamvp8x2swgynq94uawsnzkl06up,11
5142,terra1u2nz56k3gqaajh7vddnpsk0utxtpk8vfjqxnt8,25
5143,terra1u2pcvtntp9u78qqe89wq7usgpcx3aq8sedk5yw,3
5144,terra1u308g88cfhj8nj5maveqq7kjnrjpvzyy3c0vv4,7
5145,terra1u3eflzss8mpl72uvvd748p0kxwn5dezndxmg2s,13
5146,terra1u3mtn5kfpyk3jd07x4zhxssduftgwq96r6w2g3,10
5147,terra1u3t6yrxyta9ewa6ud8mhgmfvrfz5g9ay53urwa,7
5148,terra1u3twfw6c6lmenp8wgdps6q0mkzhdpq25wjfmw8,13
5149,terra1u3uszlwng9hpgkm36whu3tk7tz2qw3tv5kww0a,27
5150,terra1u48kjlf2n0s77v0yhkmle58rdqgrqmdam0cv56,30
5151,terra1u4l5cswwpamnlu74snh2zv964cz73naeepgszr,19
5152,terra1u4mw0d56dndrmf6q47gh4c635zpytdzn46kt3r,22
5153,terra1u4t075e64e4mepj58l0m9h6swgrel3y272fpng,2
5154,terra1u4xygwmp6gxsr3lrpd2qftgxsa297h3clqjme0,14
5155,terra1u4y65us0gae9mpgkfqftpe6tgaqr3c00s3t8cy,30
5156,terra1u4ysa73tkxv8p30er6kpy4c7whndgga46gtg38,23
5157,terra1u53z4uhcz08hkmmmqmld7r5yg4pgc8k2a24ge5,21
5158,terra1u55zhe7heetdy05p679sztshemzkcck6r5dxu8,22
5159,terra1u59et47uan0e6aye4ur7cvsamqr5aysgzcgxqc,27
5160,terra1u5gwgzres6jmvmg4q69nkd93zmwxxtcfynvmf9,26
5161,terra1u5hnfe2nmp5tdcxqdqlm8au7g43hp8rw78qmpq,17
5162,terra1u5nw3s0z2qqjches3hncldeuxpy8q6qdpqaer0,1
5163,terra1u68pt64leprtpaaleey9a8xhn439emdql4nxlg,19
5164,terra1u6h8x8h8g5lds7cquys0t245zwle9x9p47ylma,27
5165,terra1u6khah6ynqdspelac0wk7zx2gxghqlxtsww8dj,19
5166,terra1u6lx3pugfd4wegqhqclt7vfqrrq245ecprzmfj,25
5167,terra1u6m3h2l8hqg2xde2h6z76608x3f93ku4ht43du,25
5168,terra1u6t88afsk6vl3r5tpechl8f22w0akt0catjcah,21
5169,terra1u6x3f3spehtwrjl5x4lg4s7nmkhmt25u4c7mfe,12
5170,terra1u72gk52khz3ftx3an6fmy6e4r5anvcxdrz6y4n,14
5171,terra1u772ynugkz7yf0cauy92wzmkd9xt3aaw5dy87d,10
5172,terra1u7895lqfrkfjfcjfp0ttd8tsty5679wgcumz6j,16
5173,terra1u79pc3jngk4hdrx0z8zkqn3rcwsmj072au3yqc,10
5174,terra1u7ay7jhnw7zc2mplz6wdp02txyvhzu0s8kwgps,22
5175,terra1u7x0l28u7zn000nwe3ezu2njc9qx2khr4epd67,3
5176,terra1u84269pxspmc68htljkffrzww6q8jg37qpjyq3,13
5177,terra1u85lpcdzllvy528mzkmyth6gg3vv4f6m2u0z6k,27
5178,terra1u8j37e8l82ucthx574njxmuyqane2y9h0ewwxf,28
5179,terra1u8mz5rus32ce2wegwh58hs3keww2pxn3c67gsu,4
5180,terra1u8rzvpyqeqahsg3ym62g8h3grmwn3x0369d4gu,7
5181,terra1u8vqy4u93rh34sytjcs0ljufgadk8vs9mqv3ju,30
5182,terra1u97xwh6trmlqyrcww84fl495hv2fg76294a8v3,4
5183,terra1u9edf2jxcte7fusknuhn9vawy59etprxqtp0hp,18
5184,terra1u9efecexqp4mqp0dpxeuhl2a6lawg4y4l7ezah,2
5185,terra1u9gvvjnskfcwp56ks83p7ykm77rtdqmkjj7z0q,24
5186,terra1u9h5lwru7tr4qvyq60uvausaeanqfn635rca6c,27
5187,terra1u9u8t2gaj8h7r3u2nsclkgh8ue6fgyeeqygsqh,25
5188,terra1u9zt8dn9nlsseww2rq84n9c6ehgczxsjtglj3l,30
5189,terra1ua0shnu8qqvkhqyz5w0zpe3djhrlenpnsatj7w,22
5190,terra1ua4lk2je7nu05fal7z328w3u7dzs6m2tz2sus2,23
5191,terra1ua9en3zfzaxrxq29cardr3v8nrutdztym9ccqq,24
5192,terra1uah4s6e5ecwfnkstgquketft75p94enpwad8vy,5
5193,terra1uapre2zk2npnrhnhpxrn6v0x4sn7kylu3yn3yu,22
5194,terra1uavj20yxj6049v856ww4g3jmfmjdsl6w5z9w0w,10
5195,terra1uaxwcjuswy60cvr2lknks2j6kpwpqqhnuxlvu3,27
5196,terra1ucnjk03fmjyfj7qxt46dpneugw87z26xs64lez,13
5197,terra1ucpt2855yaplwhdn2eu5fju44nm5chy2p0gh0p,25
5198,terra1ucrl2ej3mv3a4ajk7t8ncmh76x044qhcd64kqd,7
5199,terra1ud3pth6xkfdmn6yrka7zex2ay7v4wjelq7rwsq,13
5200,terra1udd2l8pvvl49h5jlrv7l462vmlckt5htkjg5st,5
5201,terra1udet8ce3lfcs3f6hy5hcd550jfnpq7hqx0rfrk,18
5202,terra1udmyl75xsrk5ea29jps73hsujwk2ccq33qf95n,5
5203,terra1uear6u6xjnsjxpzeeg48hqshvv7yrxmh4k85vy,1
5204,terra1uedhky93ymf78757s6v2gfhd44xgtxhhp48ymj,21
5205,terra1uef69jy7epfgqsvnuy5w2g9asdvpxcfhdvaukm,2
5206,terra1uekugj2sernhsy7xxzvs7r2rauqgtgm2mehq77,11
5207,terra1ues856elgspt5qhrzeks8jryd3a7jjyxxh4qap,20
5208,terra1uesurysdy0nkdmuvrhswcxf0t9zatsjlyjrhvk,28
5209,terra1uewhlr9enyahwx4u7gjy3s5l08jv93j7l6hkf0,10
5210,terra1uf57eayhpnkna2tnggg5yrcz5l762vyjt9ggt7,27
5211,terra1uf5j0tm3zr9vzury7deunackenjqydhu37d45t,10
5212,terra1ufrxz7hasvp08udcz9vxuk3395rvjuuzu938na,23
5213,terra1ufzdc789jpcytlmt8j4j5f468wxdvtaap5l82y,2
5214,terra1ug46dgmra2ggwedpvmslphz5sc22edveg2clhm,20
5215,terra1ug6jg3e95csdvuj9zzrlpyf8t3aqekdy7z7d4j,21
5216,terra1ugherffqpk2sjduhglpa78xmmjg2vvlwyns4cw,25
5217,terra1ugl8788q3rle5hj8ta40d3cvd97nnh796z48yn,2
5218,terra1ugmtj95xae3kv9smxgsdqgrvtnk58rh9yh680h,10
5219,terra1ugryvdf9eapv9p5nnevhe2vl0zctt7z8y33nry,13
5220,terra1ugv30trhlherg79vngsmuv0wq8xd07xy998qvr,17
5221,terra1ugy2f24jzm2x43xln9fmngphfa5kguexc8ej6n,24
5222,terra1ugytjucpc3460qwrj2l0ngxs3cdjkla2sqprkx,5
5223,terra1uhd004tamcwx8aa4ththfcqmq5nds8s2j43vp4,7
5224,terra1uhdyqctzycx8vsvt65q746ygscgwp93l3a74mp,24
5225,terra1uhjlhwf72wlkynnj0m094t6cnh2em9kaxsad2f,25
5226,terra1uhk4cn3wsyhu54y3cfg2paguapnanj8hk3ljvn,13
5227,terra1uhpgu54ae9nydghknq3dc2ryupumds2q48kv89,30
5228,terra1uhrcymle3u9f9qwnw0h4p35tav3p5794pq22u7,11
5229,terra1uhts2frppzs5srl7ygxpdu7rrlgsfkjn3jeht7,25
5230,terra1uhxfnqxkgar87wey68jqjtpwqemk0lrcpy2hyl,26
5231,terra1uhzfy6qpvq4sfnaf366pshl6770phhgjaflvl8,29
5232,terra1uj6uwqeyqeng6qq4lfhzwxtm7qhylm2x4k929z,25
5233,terra1uj8lprc59a97q7veftcacw3u0kxxuhew7zlylz,30
5234,terra1ujawrhlhly0828syhhjf0lcqa5p3rrn2e9lmrm,27
5235,terra1ujefhhwmyvwl46tcv8g5gv2xa2p35pedpzjucz,5
5236,terra1ujg5m47rqrscq82rxqcn6hcz29vyjvmp3f2uss,24
5237,terra1ujjg52al7gmklg732uk3a3jhe5talz7s9qf6uw,1
5238,terra1ujsd29yrrcvst96earm0znyvg47275k5u5804c,24
5239,terra1uk5gymggs9dxn0u9x40wgxxl5redmncskz3wjs,2
5240,terra1ukdlzma59hrsnkmtsm23yraaktyzgdpf09dgp3,10
5241,terra1ukhzgfavnrqnx932xmwqgwdat32q2wnec5d89e,19
5242,terra1ukxqhu966239m279dhzk9en7n3qlq7g8zn75mr,27
5243,terra1ul00pxw8knm492ta0lxm7qwujhue3jttz5f3j4,1
5244,terra1ul0ltuzy0905y58e7xnzlm7j7m8vruchp29ufz,16
5245,terra1ul9sc3nutd655y32dcqnnlq5tes2a8acs9j4rk,27
5246,terra1uln337ndxsa9f0gwdr74pk3nq9tfgmhckskru7,7
5247,terra1ulsevukadc3l8c0klga5nzcth87d9f0fjacz7n,30
5248,terra1ulsp72sslcx3ayp3mvs9cewa6t06kwjq4qt9cn,15
5249,terra1uluquvyu9e6nlpct8a0t0pn3uvhg3clnrx939k,19
5250,terra1ulvc6qcmq2ukntnhgaj9yywxecmksw2xwlfed6,13
5251,terra1ulvhhnhk30lkv4c4qlgtpl49nq8657ryelrr0u,26
5252,terra1ulxmpplj58e9esa36wqvhtfec5za26h7lhclcp,25
5253,terra1ulygwhasp6cttdrfe94ssm5drsgq8lvelsm3uh,19
5254,terra1ulzw02slccwhxm83xegrz0d8j4tw2w8mpacxu0,7
5255,terra1um07u6w6hzhks0p7pqtrrm338g6yn247q7g0qk,28
5256,terra1um5f8g2h2unm9v9pcqhgs7m8t892jv509htxph,18
5257,terra1um75ehrmyj82uqaq388epxxqm7sn0ytg56wscy,23
5258,terra1um7lkxm2s47xkcvdmu6us8ru47ncufscyrf52a,27
5259,terra1umkermkvx66llyn8cy0ncumnprvupl0mck8jty,24
5260,terra1umsrama6zfrwj3jgkcw5qu7s3u0p6k5t2jf6l0,22
5261,terra1un7wash37d6t4h3uchfft5z6te0nkp6ad04eq5,7
5262,terra1un83sgsrrlwgm5tmsqh5cchcdgx6kpq4dcdu7p,19
5263,terra1ungsx0jdvl4k340cwv000rl0tp7emyktxr5gkw,17
5264,terra1unpjkpe54ww0jmww7qaz6aj734jvlatgd2w633,22
5265,terra1unprnku3mhs93z6sp5wcsp8ymhdyq2zqj55enc,16
5266,terra1unpy6z3r0px2ugyjgmnk272ma9n7lqveuzaylw,22
5267,terra1uns7j49rusus8c4euyaavqjeaen6d3y0v74cu8,10
5268,terra1unt4ae8fy3mud05gz38v3euzr2ehlsh7fwth9z,1
5269,terra1unzd6nnszpfnxlc9kxafqvthgqtn6j4m3zx0xc,25
5270,terra1up42mzwq29d60y9mr4jrky8t73wh8ypexwg0gn,11
5271,terra1up6rqvaj8uyw4rtymcrla2xm02kjg6xp6a9t3p,27
5272,terra1upkzgnc9fzst5u8eqjw9tqthvtljq487pxrv26,2
5273,terra1upp95s4gh0l7cpm7e5esw4kdpwwm68c8xnvtwh,14
5274,terra1uprypaya3asm4nyqkfkn8szztzwygea75zsupx,14
5275,terra1upug637rw7ptyw6pjggkxnmsk72xhg946hdl0u,6
5276,terra1upula0mtvxymcqlu20eetl9hsqwvsqz8ugkrjq,10
5277,terra1uq3wwn9dm3zrnk6gzzv36grmunjdh395nvj3nr,24
5278,terra1uqe5vg0uegznar2wenaml2sqt2y8e3edazlq48,11
5279,terra1uqr5vtcg4xrfxmwp2mskrfzpp95pjx24uz3can,2
5280,terra1uqtuvrucq8wjnnqdqljnkehdrg88p2gcn3ckn0,20
5281,terra1urc2v7xmuak7jml5cfmvpjhe0cr2s4933u926m,27
5282,terra1uretre5pudd40m3u8q3vsnpw7hx2xma4ezfz46,22
5283,terra1urn2sd9jsa28e3m8dm0s6f2qfunz8cy3fsa66n,7
5284,terra1urs7ej6tjyckzuskptz4fuaxjde8ynvnej4dw2,18
5285,terra1uruzhpwzpzmcxy52k0lepddv4chd5ysd903qed,27
5286,terra1us3nkkeul2csces38mywwqkgvhsc32cdehzl34,20
5287,terra1us769pgtctqkkjghe24fvexqqednxy33gjgt7m,25
5288,terra1us8f4jmsjmj6qrwdclgpe0cj84wzn44jvmdlp4,24
5289,terra1uscpzrq00dttwp0x3ka2plg9hwxxmgfdt64zn6,2
5290,terra1usgkadt2rs9tkcmjg8g7svc2ly8cf0shfm37t2,7
5291,terra1usjuvsvy87rugueakd026lmk890cs0awaww9tx,30
5292,terra1usm30wmeqpq65rny6u4hahmzvkgstm3xfw2cly,26
5293,terra1usnrfxfspcm0fgvuvsw0tg642nkrpzq3dfmkh4,4
5294,terra1usq7jkfmw7penhjuyxttjzk9d5nplnuy882crn,14
5295,terra1usq8ms6slmljel9ytn5gvcman0hyl3mdmlzqxj,30
5296,terra1usrl2s9ugu7uppynwxwcmkzsh3fc4tvvd4uhe2,10
5297,terra1uszeuyp2sqxhpctna4fyl4lhyxcwphdq5dvrkd,19
5298,terra1ut2a9qed7mzsf7wqzwakew9tjnm6xggsqg0rrw,26
5299,terra1ut4pu8u4wlhrd6x5u0gxt4nga6xwj0z85sjpsp,14
5300,terra1ut5r0xr89kju05ftr6sntru6v8gel0val8h345,10
5301,terra1ut79rnq5nssryvzzks9xff5jfp5amp0njh8d6q,10
5302,terra1ut9w6qkdwh6h8m4whtp0plrxg5twxlc4z8avtt,7
5303,terra1uthtkp632u7fvtktvfgfel0s2l7c3dgex0vr26,14
5304,terra1utwlkysm0ae36e36afrks736nsgeuwhxm727fc,30
5305,terra1utwz7t9fjv7p26h9mchy0t3x70ge4rpclfjw5j,21
5306,terra1uu0d76yg23kttteuhsj729nxg0y3dzv4zhfdwp,20
5307,terra1uu3c4u055kd0qe0u9apfka0d5axmcdusy965w0,2
5308,terra1uu7xqm0fqfhu3uk46aus9wpp4gxyrlqh3df7la,2
5309,terra1uuqs33qq30f048dqr6yj42y9aevy578s6y06y6,2
5310,terra1uut3ucx5k4psuc2wcg4ma76wkyvd046tt6f59d,19
5311,terra1uva8psrkzzv8rhuqjaftwt969hjm0qa9zfh8rc,28
5312,terra1uvk9du3w4zdstkpsm5r8sww69erskzhj3j98uw,3
5313,terra1uvq3v2trpxglak0ae99wvwq4z3pn96rfzz5epc,27
5314,terra1uvujk0juekjwjf9hwzxuccqrghj5hha768gvp0,28
5315,terra1uvvwweh87z36cd4lvd4qz6l8xylh7tyumnl6s6,7
5316,terra1uvwqj7jhnypcdpqkw5as6frahzwz0mu40ts2am,30
5317,terra1uw9uxh5x38unf3uqtrwqgc5ztsmypvdmj87w7t,25
5318,terra1uwk4zljy2vwflaec90v9q9lgdrkjntpp58zcae,27
5319,terra1uwx7e7mugqfutyqy875prkwhjq65qjm8yf87wk,14
5320,terra1uwyjc4fgun2dc7x99hw4qxwcnep7uknfmh8r4j,25
5321,terra1ux63vpxww6x0fhf7kxcpvyrfvf7ppj5uzwpuh9,9
5322,terra1ux8mm8sq4vavkq2st5q5w4dj2hgphtdfx6a4s0,4
5323,terra1uxcej5z73uuexafyndds782cmyk0tdsjm3s22j,5
5324,terra1uxe8uwa5d9n07tv2l5php58rtln7cts7ta7479,10
5325,terra1uxgdc6qtkp9j4ux0fys3ycl95j92jnsur5y2xp,14
5326,terra1uxgscqel392d9p94szktuzyw38s7cnj9q34jp3,14
5327,terra1uxjjadd3za9lmx86q35netzx8qglm9tv0226gr,30
5328,terra1uxkynegzhxx3juaunaylvsewqr65rg7pn0phed,7
5329,terra1uxq90u9ted27qgx4lksq3ty7jzzthe0zenzxrz,22
5330,terra1uy20vtvv4hgxj68cvsfgjty5wjnzma9m0z7yxl,11
5331,terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn,23
5332,terra1uy63sak37h9r368c7ywwmtl5js3qlgkt8w702m,10
5333,terra1uy9t8wz70uslh5h0sg2m6003dlaja0x9vurnju,23
5334,terra1uyxjwz5e6dy50uear3zczqmmrtz5pthf0dw5ag,26
5335,terra1uz0swpljety3htpwuwpehr8xutrqflelncahhg,13
5336,terra1uz583r4ddse8kdtxpd96hj40aw39eqh308a9rj,11
5337,terra1uzt697qfsqky7nwjkqdu8y57lt9paz68l3909v,17
5338,terra1uzy25m2qmjucav3qeyc250mv2vj0xkue4gmdm3,22
5339,terra1v0296h04kul4xcw2ln5dnejsaqldm4y3nrufaz,7
5340,terra1v02tmh3ldfhqqkr0ek3yk3mver0hhjtpj0ajcc,13
5341,terra1v07j0lhetduj8kr2lrfde7mnnkmz3m4tze0v4z,27
5342,terra1v07yk8rlywfa4gm68kkszzfj9caj7wfp42gq9z,21
5343,terra1v09xzl9wjjrhmk2s700r0ck4ayv06dja2w5saz,10
5344,terra1v0fcy6wttwzxhne7dcc9t6ramuw243ffxh2hd4,21
5345,terra1v0g3jud3mrh4hh4qdkeqhuhwf5ychh7hyzw6sy,5
5346,terra1v0lptqwe6ftqnt7xyzppylml8v95epwauvmtrk,9
5347,terra1v0n7hgyx7yclm4egt80rytu9pu480mfpk032f6,28
5348,terra1v0p6tdye6276z37n3kwamlu60v90fac8l3v2wz,26
5349,terra1v0qqq62s4eufag8s4xs7nspz7kueftgg3twntt,22
5350,terra1v0t780ujda4j0kvt9ar2crs9n02eg4q4w0wdg5,12
5351,terra1v0tnxmudw4wrfs6h6y8d0pj8x5zgaen7pxzyjl,30
5352,terra1v22rv0q6eacyetp8klvcpsmxhft82ayex6kym7,29
5353,terra1v2876gjpf629u88pjaqh2altaq93tpdhrezdtg,29
5354,terra1v2dj5cehqcskhp6y6aq2cs27c8kerw4lkmx6xf,17
5355,terra1v2duzk44wq4x7cqrlxzg09z2dtt0ehf733pz4m,2
5356,terra1v2ev63faku96nxy39aa7zdcv94up89hu0523pc,9
5357,terra1v2gpnsvhs9y9kmanwcveqcnp7kl4ejrgwejngc,27
5358,terra1v2xuuf5n9t4u7r4wrnlu2ll5xgh7lz3xuappwj,23
5359,terra1v2zh9ll8rj8gcrvjtw3l344a2vtkvqrzc2yx96,7
5360,terra1v36vhtpzzvn3ahm9kn0gx37w2wv3fy9ugc8va5,20
5361,terra1v38jmnl9gqj8ahgyccvtwayp3a50nmx5qe28ur,10
5362,terra1v3uq0qxptjajsyqq29gnzur8e73mlwjhx8kyxe,11
5363,terra1v3xvrxflgmlcrh6jf52xpz4agvz00lxx2ckg3a,10
5364,terra1v3zp7e7mr7wrk5um4mhqzc5r5x3vwgdyazt8lz,2
5365,terra1v40ssveue94z59gjrk2axd94n9p6vnpwsdy8rx,14
5366,terra1v459hjuy73lxfysf4mc87a84xgsg9j5lttqvdv,27
5367,terra1v465nquw8g8erhwqxcjgx9az3ssc4dmzxr6v8q,2
5368,terra1v4cmzdx0vpjhd4snher9zg86k2pcsn3lymqfcx,30
5369,terra1v4f7l7ulj2q96x4r6f7rvdngknf53pajmw7rht,7
5370,terra1v4guqtngl72kplmpndtcg29yrcap3jup7445vl,2
5371,terra1v4uakndmadur50meumwrwjun6jt73n6v8dhky3,30
5372,terra1v4uz4ft9tgnj2ttd6lzcsa6fkvnat449cekq4a,10
5373,terra1v4x226t4a5gnmtkp09g0eutswmrydm5xrxdxfy,25
5374,terra1v52kq9vxrfa4k2jje5x4k45gmyr23m8w04afx5,2
5375,terra1v5dqd8fdck68tlqveulqwctdctrcl59ydyrem2,26
5376,terra1v5ejutw6l08x6pxel5d94zwqerchrzrpdz9c5k,2
5377,terra1v5gz048j7l4zpzl9v6q29pex0fnn69zgees47y,14
5378,terra1v5mhcfdwus5ure0gvspv4a33hj2587tpzqcuca,7
5379,terra1v5nzpfq068rkuxu4lh43hul6ykvpw9cmtx5lvr,25
5380,terra1v5p6mhq0dkpf3f9tt2kyw3fnp0z7rcs42cu69n,26
5381,terra1v5sfwf5zfh4qjhn02kurxu40pharvkpyzzjc48,17
5382,terra1v62xk8juxjy0aqcvrgyljuv77nykv24vt33d53,21
5383,terra1v6fye0dg8hezm6uavymat0cfs4h2jfde2l8hhs,30
5384,terra1v6mrqm2pwfel5mjc3helq5gajsyw676l7jta6m,27
5385,terra1v6neshayqvp9tp5ys3qjaxtkv69dvvx9c2d0u6,28
5386,terra1v6qytczc3l0v6czhz6wyl0g3ma40ydp90u5d5g,30
5387,terra1v6y7vfg26fyzd3rkpf9fy9v7zrsnlg4khwjtay,12
5388,terra1v768r56dk3uksfzwqcc82a6jvmqh5m49s5ztta,11
5389,terra1v77jrdzzfyumnzrnjed8hz29uuqguwea56grf3,24
5390,terra1v78jwvlr00zcy2qq4v6fe8zzvryuqlp2glrcap,5
5391,terra1v78zhpq3taym6a54y7rlt9gjkkdk7txz8elrnm,14
5392,terra1v7fdta2a5xv2vtxmkgr2jtr4whwte2j87vw749,27
5393,terra1v7j57uh62swdhd7pv5pycm87835m8s3lfvhcyk,10
5394,terra1v7j89qux2zkj8lxx9fcn8cvpmkjs8wl3dvqadh,4
5395,terra1v7jehlsl6ww78m5jgj4edjmdg08pct7qw0srnq,18
5396,terra1v7mpcnre64nvnw24sd5rkmv9mzz500w08r982j,2
5397,terra1v7qvkgakw3gx8x0quepsrz29k327v5detw4khd,30
5398,terra1v80t958vzvh9hvw83ge8qkhq4g3wldqtzjzngq,2
5399,terra1v875ddaekkqt7tuq5z9mty7mpkhgy38v7qgx6l,24
5400,terra1v88gvyz3kh53taj2jahq4wk4vh280xj0gfu9p5,3
5401,terra1v8t33u95s0yflqxuer7kl7ujeuactn43ew0pn3,24
5402,terra1v92elq8srlkapnkmdp8zwsrz4c94vcwkm2qrh9,25
5403,terra1v93ch6twj453wcjp7v67myqdqx4whxxu2ymh3e,23
5404,terra1v9569eejzkjneve8pmu3njr4hd5uvhxq8rdvmp,27
5405,terra1v95ug2kll0zlxclkwkmat2q0wkaqrlqtxefkq6,2
5406,terra1v98anugwfwc4u9uekuve623jq490lda69qqaen,17
5407,terra1v9a95gwpl45kfx65yhdjazmyej5huv9q60gh55,5
